,step,err_rate,y0
0,0.0,1.7379809617996216,47.38075637817383
1,100.0,0.4013862907886505,48.14712905883789
2,200.0,0.2779727280139923,48.88029479980469
3,300.0,0.2106088548898697,49.54399490356445
4,400.0,0.2132016122341156,50.19694519042969
5,500.0,0.13226982951164246,50.81814956665039
6,600.0,0.1275823414325714,51.405006408691406
7,700.0,0.13847343623638153,51.926300048828125
8,800.0,0.17535686492919922,52.44526672363281
9,900.0,0.08480876684188843,52.888893127441406
10,1000.0,0.09045577794313431,53.343387603759766
11,1100.0,0.08330657333135605,53.801700592041016
12,1200.0,0.08544858545064926,54.17349624633789
13,1300.0,0.11318711936473846,54.56187438964844
14,1400.0,0.0729362741112709,54.89202117919922
15,1500.0,0.06974301487207413,55.18606948852539
16,1600.0,0.06841326504945755,55.448917388916016
17,1700.0,0.07640712708234787,55.72337341308594
18,1800.0,0.07686205208301544,55.93606185913086
19,1900.0,0.06679201126098633,56.12482833862305
20,2000.0,0.06777395308017731,56.296775817871094
21,2100.0,0.05996314808726311,56.4256591796875
22,2200.0,0.060282569378614426,56.53885269165039
23,2300.0,0.054581742733716965,56.632164001464844
24,2400.0,0.05508403480052948,56.69223403930664
25,2500.0,0.061957716941833496,56.76929473876953
26,2600.0,0.05128911882638931,56.847591400146484
27,2700.0,0.056903988122940063,56.8864631652832
28,2800.0,0.04961919039487839,56.90531539916992
29,2900.0,0.05295979976654053,56.934478759765625
30,3000.0,0.06529513746500015,56.951904296875
31,3100.0,0.06949597597122192,56.9651985168457
32,3200.0,0.07466849684715271,56.959197998046875
33,3300.0,0.0613381527364254,57.024742126464844
34,3400.0,0.07142026722431183,56.978599548339844
35,3500.0,0.07908178120851517,57.00358581542969
36,3600.0,0.18774740397930145,57.055301666259766
37,3700.0,0.4450744092464447,57.015377044677734
38,3800.0,0.5895864367485046,57.02970504760742
39,3900.0,1.1529580354690552,57.097686767578125
40,4000.0,1.448264718055725,57.053890228271484
