,step,err_rate,y0
0,0.0,0.38010236620903015,0.24036940932273865
1,100.0,4.883459091186523,0.7058590650558472
2,200.0,4.8248772621154785,1.1593226194381714
3,300.0,2.9037907123565674,1.5711467266082764
4,400.0,6.6403326988220215,1.94453763961792
5,500.0,0.8694613575935364,2.2700955867767334
6,600.0,0.28270649909973145,2.592764139175415
7,700.0,0.7644047737121582,2.8737521171569824
8,800.0,0.1910584270954132,3.143536329269409
9,900.0,0.16072802245616913,3.3740384578704834
10,1000.0,0.006041091866791248,3.5964832305908203
11,1100.0,0.1789173036813736,3.775412082672119
12,1200.0,0.12292896211147308,3.9519383907318115
13,1300.0,0.14212799072265625,4.0836286544799805
14,1400.0,0.04414418712258339,4.195782661437988
15,1500.0,0.08552718907594681,4.274183750152588
16,1600.0,0.04059837386012077,4.347456455230713
17,1700.0,0.08847834169864655,4.403710842132568
18,1800.0,0.06840147823095322,4.4566802978515625
19,1900.0,0.11772932857275009,4.493508815765381
20,2000.0,0.26392677426338196,4.516691207885742
